CH_CLOSING_PRICE,CH_SYMBOL,Percentage_Diff,Greater_Than_30
1065.5,360ONE,1.664996899002924,False
1091.7,360ONE,2.4589394650399,False
1082.4,360ONE,-0.8518823852706747,False
1092.65,360ONE,0.9469696969697017,False
1092.15,360ONE,-0.045760307509268294,False
1132.0,360ONE,3.6487661951197126,False
1124.6,360ONE,-0.6537102473498368,False
1115.05,360ONE,-0.8491908234038781,False
1144.6,360ONE,2.6501053764405036,False
1156.7,360ONE,1.0571378647562524,False
1128.4,360ONE,-2.446615371314942,False
1119.35,360ONE,-0.8020205600850927,False
1120.65,360ONE,0.1161388305713329,False
1138.6,360ONE,1.6017489849640576,False
1198.4,360ONE,5.252063938169704,False
1074.0,360ONE,-10.380507343124169,False
1078.55,360ONE,0.4236499068901223,False
1034.4,360ONE,-4.093458810439932,False
1079.75,360ONE,4.384184068058761,False
1067.55,360ONE,-1.1298911785135535,False
1039.6,360ONE,-2.618144349210816,False
1014.05,360ONE,-2.4576760292420174,False
955.45,360ONE,-5.778807751097082,False
1011.2,360ONE,5.834946883667391,False
963.8,360ONE,-4.687500000000011,False
976.55,360ONE,1.3228885660925505,False
1010.0,360ONE,3.4253238441452005,False
1022.85,360ONE,1.2722772277227845,False
1056.9,360ONE,3.328933861269978,False
1063.6,360ONE,0.6339294162172271,False
1114.75,360ONE,4.809138773975197,False
1122.2,360ONE,0.6683112805561775,False
1108.4,360ONE,-1.2297273213330961,False
1069.25,360ONE,-3.5321183688199254,False
1104.85,360ONE,3.329436520925877,False
1024.85,360ONE,-7.240801918812512,False
1008.0,360ONE,-1.6441430453236983,False
1035.85,360ONE,2.76289682539681,False
1012.15,360ONE,-2.287976058309593,False
1001.75,360ONE,-1.0275156844341216,False
1025.2,360ONE,2.3409034190167155,False
1061.35,360ONE,3.5261412407334936,False
1090.5,360ONE,2.7465020963866937,False
1035.25,360ONE,-5.066483264557542,False
1012.9,360ONE,-2.1588988167109413,False
1026.8,360ONE,1.372297364004349,False
1069.6,360ONE,4.168289832489291,False
1098.05,360ONE,2.659872849663425,False
1098.75,360ONE,0.06374937389008739,False
1094.05,360ONE,-0.4277588168373203,False
1098.15,360ONE,0.374754353091733,False
1084.95,360ONE,-1.2020215817511337,False
1104.2,360ONE,1.7742753122263588,False
1100.25,360ONE,-0.35772504980982056,False
1097.45,360ONE,-0.25448761645080475,False
1080.95,360ONE,-1.5034853524078517,False
1073.0,360ONE,-0.7354641750312307,False
1086.5,360ONE,1.2581547064305587,False
1095.15,360ONE,0.7961343764381068,False
1091.2,360ONE,-0.3606811852257752,False
1106.7,360ONE,1.4204545454545414,False
1089.85,360ONE,-1.5225445016716521,False
1103.35,360ONE,1.2387025737486734,False
1071.05,360ONE,-2.9274482258576096,False
1082.5,360ONE,1.0690443956864693,False
1108.15,360ONE,2.369515011547363,False
1092.8,360ONE,-1.3851915354419653,False
1104.25,360ONE,1.0477672035139163,False
1085.5,360ONE,-1.6979850577314881,False
1081.3,360ONE,-0.38691847075080776,False
1065.6,360ONE,-1.4519559789142766,False
1089.25,360ONE,2.2194069069069178,False
943.15,360ONE,-13.412898783566673,False
927.3,360ONE,-1.6805386205799744,False
964.7,360ONE,4.033214709371302,False
981.4,360ONE,1.7311081165128916,False
996.85,360ONE,1.5742816384756608,False
1008.2,360ONE,1.13858654762502,False
968.7,360ONE,-3.91787343780996,False
936.55,360ONE,-3.3188809745019143,False
987.4,360ONE,5.429501895253863,False
980.75,360ONE,-0.6734859226250722,False
983.9,360ONE,0.32118276828956294,False
966.1,360ONE,-1.8091269437950919,False
986.6,360ONE,2.121933547251831,False
1000.3,360ONE,1.3886073383336583,False
1021.2,360ONE,2.089373188043586,False
998.7,360ONE,-2.203290246768508,False
996.7,360ONE,-0.2002603384399726,False
1068.15,360ONE,7.168656566670006,False
1102.55,360ONE,3.220521462341419,False
1132.3,360ONE,2.698290326969288,False
1099.15,360ONE,-2.9276693455797864,False
1056.3,360ONE,-3.8984669972251362,False
1016.3,360ONE,-3.7868029915743673,False
994.2,360ONE,-2.174554757453495,False
1001.2,360ONE,0.7040836853751786,False
1030.35,360ONE,2.9115061925689023,False
1033.35,360ONE,0.29116319697191084,False
1035.25,360ONE,0.18386800212901733,False
823.7,360ONE,-20.43467761410287,False
821.5,360ONE,-0.26708753186840406,False
795.85,360ONE,-3.122337188070601,False
799.95,360ONE,0.5151724571213157,False
781.55,360ONE,-2.3001437589849516,False
776.15,360ONE,-0.6909346810824668,False
779.95,360ONE,0.4895960832313362,False
739.6,360ONE,-5.173408551830249,False
769.35,360ONE,4.022444564629524,False
791.7,360ONE,2.9050497172938172,False
799.85,360ONE,1.0294303397751614,False
792.2,360ONE,-0.9564293304994642,False
780.75,360ONE,-1.445342085331991,False
790.45,360ONE,1.2423951328850436,False
782.15,360ONE,-1.0500347903093288,False
802.1,360ONE,2.5506616377932723,False
809.9,360ONE,0.9724473257698429,False
852.9,360ONE,5.309297444128913,False
841.25,360ONE,-1.3659280103177407,False
837.6,360ONE,-0.43387815750370873,False
848.45,360ONE,1.2953677172874878,False
836.6,360ONE,-1.3966645058636318,False
889.2,360ONE,6.287353573989951,False
934.7,360ONE,5.116959064327475,False
980.15,360ONE,4.862522734567243,False
973.0,360ONE,-0.729480181604858,False
952.65,360ONE,-2.0914696813977396,False
943.15,360ONE,-0.997218285834256,False
739.9,360ONE,-21.55012458251604,False
750.8,360ONE,1.4731720502770607,False
799.4,360ONE,6.47309536494407,False
790.6,360ONE,-1.1008256192144072,False
769.45,360ONE,-2.675183405008852,False
766.05,360ONE,-0.44187406589123457,False
801.4,360ONE,4.614581293649245,False
838.75,360ONE,4.660593960569015,False
808.05,360ONE,-3.6602086438152104,False
789.25,360ONE,-2.326588701194232,False
784.05,360ONE,-0.6588533417801745,False
774.05,360ONE,-1.2754288629551636,False
791.95,360ONE,2.3125121116207126,False
766.85,360ONE,-3.169392007071159,False
749.25,360ONE,-2.295103344852323,False
744.5,360ONE,-0.6339673006339641,False
730.85,360ONE,-1.8334452652787103,False
748.4,360ONE,2.401313539029881,False
759.25,360ONE,1.4497594869053998,False
759.1,360ONE,-0.019756338491927483,False
754.9,360ONE,-0.553286786984597,False
764.6,360ONE,1.2849384024374189,False
787.6,360ONE,3.0081088150667012,False
786.9,360ONE,-0.08887760284408408,False
784.6,360ONE,-0.29228618630067205,False
794.5,360ONE,1.2617894468518909,False
817.5,360ONE,2.8949024543738267,False
823.7,360ONE,0.7584097859327343,False
720.95,360ONE,-12.474201772489979,False
696.25,360ONE,-3.426035092586177,False
679.8,360ONE,-2.3626570915619483,False
710.7,360ONE,4.545454545454564,False
708.45,360ONE,-0.316589278176449,False
697.6,360ONE,-1.531512456771833,False
696.7,360ONE,-0.1290137614678888,False
694.35,360ONE,-0.3373044351944965,False
689.65,360ONE,-0.6768920573198001,False
692.6,360ONE,0.42775320814907314,False
673.75,360ONE,-2.7216286456829386,False
673.4,360ONE,-0.05194805194805863,False
665.85,360ONE,-1.121176121176115,False
650.3,360ONE,-2.335360817000831,False
667.95,360ONE,2.7141319391050356,False
675.6,360ONE,1.1452953065349103,False
696.8,360ONE,3.1379514505624595,False
695.85,360ONE,-0.13633754305395485,False
721.35,360ONE,3.6645828842422956,False
721.0,360ONE,-0.048520135856378044,False
715.9,360ONE,-0.7073509015256607,False
720.1,360ONE,0.5866741164967326,False
719.15,360ONE,-0.13192612137203907,False
735.8,360ONE,2.315233261489258,False
748.7,360ONE,1.7531938026637883,False
630.2,360ONE,-15.827434219313474,False
634.0,360ONE,0.6029831799428731,False
628.6,360ONE,-0.8517350157728698,False
620.05,360ONE,-1.3601654470251412,False
617.5,360ONE,-0.4112571566809109,False
604.95,360ONE,-2.032388663967599,False
615.5,360ONE,1.7439457806430303,False
628.5,360ONE,2.1121039805036546,False
643.1,360ONE,2.322991249005568,False
656.15,360ONE,2.02923340071528,False
654.3,360ONE,-0.28194772536768165,False
648.25,360ONE,-0.9246523001681162,False
691.7,360ONE,6.702661010412658,False
707.85,360ONE,2.3348272372415657,False
713.6,360ONE,0.8123189941371844,False
692.4,360ONE,-2.970852017937231,False
702.0,360ONE,1.3864818024263537,False
705.5,360ONE,0.4985754985755042,False
713.7,360ONE,1.1622962437987328,False
708.5,360ONE,-0.7285974499089298,False
721.7,360ONE,1.8630910374029641,False
769.6,360ONE,6.637106831093242,False
747.85,360ONE,-2.826143451143448,False
716.3,360ONE,-4.218760446613635,False
718.95,360ONE,0.36995672204385155,False
731.7,360ONE,1.773419570206558,False
726.85,360ONE,-0.6628399617329528,False
727.3,360ONE,0.061910985760471604,False
720.95,360ONE,-0.8730922590402757,False
29613.0,3MINDIA,,False
28841.05,3MINDIA,-2.606794313308347,False
29020.75,3MINDIA,0.6230702418948075,False
29984.75,3MINDIA,3.321761153657299,False
29109.65,3MINDIA,-2.9184835624775918,False
31275.8,3MINDIA,7.441346769885571,False
31615.35,3MINDIA,1.0856636760690375,False
31473.3,3MINDIA,-0.449307061285098,False
31602.2,3MINDIA,0.40955349454934176,False
31494.35,3MINDIA,-0.34127370879243335,False
31129.95,3MINDIA,-1.1570329281283764,False
30902.35,3MINDIA,-0.7311287040294046,False
31110.25,3MINDIA,0.6727643690528362,False
30813.85,3MINDIA,-0.9527406562146012,False
30676.35,3MINDIA,-0.44622791374657744,False
30993.9,3MINDIA,1.0351622666973093,False
30978.3,3MINDIA,-0.05033248477926966,False
30436.0,3MINDIA,-1.7505802448810948,False
30514.2,3MINDIA,0.2569325798396749,False
30393.15,3MINDIA,-0.39670055252963854,False
30175.6,3MINDIA,-0.7157862873706788,False
30958.05,3MINDIA,2.5929890375004927,False
30623.95,3MINDIA,-1.0792023399406547,False
30275.4,3MINDIA,-1.1381614716586164,False
30957.75,3MINDIA,2.253810023979863,False
30775.05,3MINDIA,-0.5901591685442242,False
30594.8,3MINDIA,-0.5857017291604705,False
29693.95,3MINDIA,-2.944454613202241,False
29042.05,3MINDIA,-2.195396705389485,False
29023.7,3MINDIA,-0.06318424491383867,False
28815.3,3MINDIA,-0.718033882654523,False
30478.15,3MINDIA,5.7707190277387355,False
29634.2,3MINDIA,-2.769032897337931,False
36047.6,3MINDIA,21.641886738970495,False
36166.8,3MINDIA,0.33067388674974385,False
36085.1,3MINDIA,-0.22589778470863964,False
35463.55,3MINDIA,-1.722456082981605,False
35432.4,3MINDIA,-0.08783666609800678,False
36063.3,3MINDIA,1.780573712195621,False
35925.7,3MINDIA,-0.381551327804186,False
34973.3,3MINDIA,-2.6510269806851228,False
34898.85,3MINDIA,-0.2128766802103499,False
33363.9,3MINDIA,-4.398282464894965,False
32466.1,3MINDIA,-2.6909324149754776,False
31664.15,3MINDIA,-2.4701149814729706,False
31901.9,3MINDIA,0.7508491464321532,False
31304.45,3MINDIA,-1.8727724680975166,False
30685.5,3MINDIA,-1.977194935544313,False
31890.0,3MINDIA,3.9253067409688702,False
31747.75,3MINDIA,-0.4460645970523647,False
31743.3,3MINDIA,-0.014016741343880756,False
32042.15,3MINDIA,0.9414585125050001,False
32245.3,3MINDIA,0.6340086417421897,False
31686.35,3MINDIA,-1.733430918614498,False
31100.2,3MINDIA,-1.8498501720772387,False
31000.05,3MINDIA,-0.32202365258101606,False
31278.2,3MINDIA,0.8972566173280461,False
31392.8,3MINDIA,0.36638937023230067,False
31126.1,3MINDIA,-0.8495578604011178,False
31275.8,3MINDIA,0.4809468581030041,False
35489.0,3MINDIA,13.471118244777113,False
35223.0,3MINDIA,-0.7495280227676204,False
35216.15,3MINDIA,-0.019447520086302017,False
35606.75,3MINDIA,1.1091502052325453,False
34526.1,3MINDIA,-3.0349582593188096,False
33834.0,3MINDIA,-2.0045704553946053,False
34430.05,3MINDIA,1.7616894248389192,False
34566.8,3MINDIA,0.3971821127183972,False
34329.85,3MINDIA,-0.685484337572484,False
33819.05,3MINDIA,-1.4879179489569405,False
33919.6,3MINDIA,0.2973176360660412,False
34926.5,3MINDIA,2.9684901944598385,False
34428.3,3MINDIA,-1.4264240619586754,False
33995.05,3MINDIA,-1.2584124107202554,False
34023.5,3MINDIA,0.08368865467176523,False
33998.0,3MINDIA,-0.07494819756932447,False
34219.15,3MINDIA,0.6504794399670555,False
33718.55,3MINDIA,-1.4629235384280403,False
34011.15,3MINDIA,0.8677715975331068,False
33873.5,3MINDIA,-0.4047202167524522,False
33844.0,3MINDIA,-0.08708872717611005,False
33872.05,3MINDIA,0.08288027419927069,False
33993.05,3MINDIA,0.357226680995093,False
33748.65,3MINDIA,-0.7189704954395082,False
33305.65,3MINDIA,-1.3126450983965254,False
33521.0,3MINDIA,0.6465869904956012,False
34601.65,3MINDIA,3.223800005966404,False
36047.6,3MINDIA,4.178846962500327,False
37718.65,3MINDIA,4.635676161519786,False
37000.95,3MINDIA,-1.9027722360158816,False
36019.1,3MINDIA,-2.653580516175935,False
35680.05,3MINDIA,-0.9413061403533041,False
35426.45,3MINDIA,-0.7107613358165343,False
35275.8,3MINDIA,-0.4252472375865901,False
36043.9,3MINDIA,2.1774134108935916,False
35325.65,3MINDIA,-1.992708891102235,False
34981.25,3MINDIA,-0.9749289821984863,False
34865.0,3MINDIA,-0.33232088618903033,False
35870.4,3MINDIA,2.883694249247104,False
35368.8,3MINDIA,-1.3983674561755643,False
35160.45,3MINDIA,-0.5890785098731199,False
35663.65,3MINDIA,1.431153469309998,False
35668.15,3MINDIA,0.012617889643928848,False
35717.75,3MINDIA,0.13905963723939152,False
34964.0,3MINDIA,-2.110295301355769,False
34898.15,3MINDIA,-0.18833657476260424,False
35098.75,3MINDIA,0.574815570452869,False
34925.45,3MINDIA,-0.49374977741373227,False
35331.65,3MINDIA,1.1630487223500463,False
35133.35,3MINDIA,-0.5612531540417853,False
35113.95,3MINDIA,-0.05521819012420659,False
35520.15,3MINDIA,1.1568052013516184,False
35807.3,3MINDIA,0.8084143788807285,False
35726.6,3MINDIA,-0.22537303845865386,False
35371.25,3MINDIA,-0.9946370491454526,False
35245.45,3MINDIA,-0.3556560766159067,False
34838.85,3MINDIA,-1.1536240848109447,False
39411.85,3MINDIA,13.126150834485074,False
39525.2,3MINDIA,0.28760385518569187,False
38768.1,3MINDIA,-1.9154868286561433,False
39294.7,3MINDIA,1.3583332688473115,False
40020.6,3MINDIA,1.847322921411787,False
39347.3,3MINDIA,-1.6823835724601777,False
39430.75,3MINDIA,0.2120857085492478,False
38646.0,3MINDIA,-1.9901980053638302,False
39002.4,3MINDIA,0.922217047042384,False
38772.0,3MINDIA,-0.5907328779767407,False
38114.65,3MINDIA,-1.695424533168266,False
37515.5,3MINDIA,-1.5719677341914484,False
38397.8,3MINDIA,2.3518279111300666,False
38490.75,3MINDIA,0.24207116032688436,False
38406.0,3MINDIA,-0.2201827711852844,False
37739.2,3MINDIA,-1.736187054106142,False
37926.8,3MINDIA,0.4970958578878415,False
38877.3,3MINDIA,2.506143413101025,False
39600.65,3MINDIA,1.8605973151427646,False
39285.8,3MINDIA,-0.7950627073040395,False
39320.15,3MINDIA,0.0874361728665285,False
39413.25,3MINDIA,0.236774274767515,False
38193.3,3MINDIA,-3.0952788719529556,False
38074.8,3MINDIA,-0.31026384208748814,False
37701.8,3MINDIA,-0.9796505825375279,False
37122.2,3MINDIA,-1.5373271302696612,False
37439.8,3MINDIA,0.8555527420250009,False
37718.65,3MINDIA,0.7447956452758753,False
30692.05,3MINDIA,-18.62898062364374,False
30942.1,3MINDIA,0.8147060883844537,False
33914.55,3MINDIA,9.60649083287819,False
33493.75,3MINDIA,-1.2407653942039687,False
34000.85,3MINDIA,1.5140138085463661,False
33385.0,3MINDIA,-1.8112782474555722,False
33815.85,3MINDIA,1.2905496480455358,False
32352.55,3MINDIA,-4.32726073719868,False
33150.7,3MINDIA,2.4670389196523868,False
33985.95,3MINDIA,2.519554639871857,False
33752.35,3MINDIA,-0.6873428578574314,False
34160.25,3MINDIA,1.2085084445971894,False
35626.5,3MINDIA,4.2922695237886055,False
36233.6,3MINDIA,1.704068600620312,False
36894.6,3MINDIA,1.8242736024021822,False
36489.25,3MINDIA,-1.0986702661094028,False
37068.55,3MINDIA,1.587590865802957,False
36930.55,3MINDIA,-0.3722832428028622,False
37036.55,3MINDIA,0.2870252406205642,False
37965.45,3MINDIA,2.508062981028192,False
38166.85,3MINDIA,0.5304823201094822,False
37862.9,3MINDIA,-0.7963717204851783,False
37182.65,3MINDIA,-1.7966135715964726,False
37466.75,3MINDIA,0.7640660361754703,False
36804.3,3MINDIA,-1.7681010495973037,False
37857.1,3MINDIA,2.8605353178840387,False
38908.7,3MINDIA,2.7778144654503345,False
39411.85,3MINDIA,1.2931555153474772,False
29186.3,3MINDIA,-25.945369222708404,False
29759.6,3MINDIA,1.9642777604561124,False
29385.25,3MINDIA,-1.2579134128146818,False
29660.5,3MINDIA,0.9366944300286617,False
29831.85,3MINDIA,0.5777043542758875,False
29755.7,3MINDIA,-0.2552640885496449,False
30283.4,3MINDIA,1.7734417271312752,False
29975.6,3MINDIA,-1.016398422898368,False
29967.95,3MINDIA,-0.025520756882257967,False
30024.05,3MINDIA,0.187199991991438,False
30468.1,3MINDIA,1.478981016884795,False
29733.25,3MINDIA,-2.41186683777459,False
29696.8,3MINDIA,-0.12259002968058041,False
29595.3,3MINDIA,-0.3417876673580955,False
29625.2,3MINDIA,0.10102955536859248,False
29124.2,3MINDIA,-1.6911278236096283,False
28834.65,3MINDIA,-0.9941903983628708,False
28694.3,3MINDIA,-0.4867407788892941,False
28927.85,3MINDIA,0.8139247167555874,False
28879.4,3MINDIA,-0.1674856582843054,False
28619.05,3MINDIA,-0.9015076490508922,False
30006.15,3MINDIA,4.846771643363423,False
30312.85,3MINDIA,1.0221237979547437,False
31096.65,3MINDIA,2.585702103233456,False
31535.15,3MINDIA,1.410119739586091,False
31189.3,3MINDIA,-1.096712715810777,False
30843.25,3MINDIA,-1.1095151221733102,False
30692.05,3MINDIA,-0.49022071279777313,False
30115.65,3MINDIA,-1.8780107552281433,False
30323.7,3MINDIA,0.6908368240433171,False
30480.55,3MINDIA,0.5172521822864651,False
30101.85,3MINDIA,-1.2424316490352028,False
30843.2,3MINDIA,2.462805442190441,False
30246.55,3MINDIA,-1.9344620532240508,False
30133.15,3MINDIA,-0.37491879239118786,False
29594.45,3MINDIA,-1.7877321156268167,False
29516.1,3MINDIA,-0.26474558574327567,False
29678.9,3MINDIA,0.5515633840514234,False
30038.95,3MINDIA,1.2131514308144853,False
30049.25,3MINDIA,0.03428881502183234,False
30728.4,3MINDIA,2.260122964799449,False
30487.15,3MINDIA,-0.7851043334504926,False
31475.1,3MINDIA,3.2405456069196203,False
31193.35,3MINDIA,-0.895152040819569,False
30533.2,3MINDIA,-2.1163164584759198,False
30277.65,3MINDIA,-0.8369578033091796,False
30269.1,3MINDIA,-0.02823865128238623,False
30326.5,3MINDIA,0.18963233132138768,False
30348.45,3MINDIA,0.07237894250902155,False
29990.55,3MINDIA,-1.1793024025938736,False
30050.0,3MINDIA,0.19822910883595668,False
29850.9,3MINDIA,-0.6625623960066496,False
29611.1,3MINDIA,-0.8033258628718176,False
34048.25,3MINDIA,14.984752339494323,False
33724.15,3MINDIA,-0.951884458085217,False
33655.55,3MINDIA,-0.20341506012753197,False
34408.35,3MINDIA,2.2367781836873712,False
33803.85,3MINDIA,-1.7568409993504508,False
32868.8,3MINDIA,-2.766105044247902,False
32380.95,3MINDIA,-1.484234289052233,False
33123.25,3MINDIA,2.292397227382148,False
33972.65,3MINDIA,2.5643618908168797,False
33112.1,3MINDIA,-2.533067040693038,False
32642.65,3MINDIA,-1.4177596709359919,False
31792.65,3MINDIA,-2.6039552548582923,False
31471.15,3MINDIA,-1.0112400193126425,False
30947.25,3MINDIA,-1.6646992563030039,False
30788.35,3MINDIA,-0.5134543457011587,False
30897.35,3MINDIA,0.3540300145996822,False
30918.4,3MINDIA,0.0681288201091812,False
31384.6,3MINDIA,1.507839991720128,False
31009.25,3MINDIA,-1.1959687235140737,False
30515.65,3MINDIA,-1.591783096979127,False
30379.65,3MINDIA,-0.4456729579740193,False
30742.55,3MINDIA,1.1945496409603074,False
31246.15,3MINDIA,1.638120455199732,False
30669.45,3MINDIA,-1.845667386221983,False
31977.65,3MINDIA,4.265482426323275,False
31714.35,3MINDIA,-0.8233875847662442,False
31837.7,3MINDIA,0.388940653048242,False
30656.0,3MINDIA,-3.7116374612487735,False
30115.65,3MINDIA,-1.7626239561586599,False
2005.7,ACC,,False
2017.5,ACC,0.5883232786558334,False
2000.75,ACC,-0.8302354399008727,False
2045.2,ACC,2.2216668749219126,False
2058.95,ACC,0.672305886954816,False
2249.45,ACC,9.25228878797446,False
2250.55,ACC,0.048900842428167834,False
2229.45,ACC,-0.9375485992313193,False
2248.05,ACC,0.8342864832133756,False
2247.1,ACC,-0.04225884655592038,False
2198.95,ACC,-2.142761781852165,False
2141.55,ACC,-2.610336751631448,False
2115.35,ACC,-1.2234129485653056,False
2063.65,ACC,-2.444039993381697,False
2100.9,ACC,1.8050541516245522,False
2079.9,ACC,-0.9995716121662168,False
2087.65,ACC,0.37261406798403396,False
2065.6,ACC,-1.056211529710449,False
2059.9,ACC,-0.27594887683964897,False
2052.5,ACC,-0.35924073984174854,False
2053.3,ACC,0.03897685749087998,False
2070.15,ACC,0.8206302050357994,False
2054.95,ACC,-0.73424631065383,False
1984.1,ACC,-3.4477724518844677,False
2018.75,ACC,1.7463837508190139,False
2008.0,ACC,-0.5325077399380818,False
1973.8,ACC,-1.7031872509960189,False
1931.05,ACC,-2.1658729354544493,False
1859.45,ACC,-3.7078273478159507,False
1946.25,ACC,4.668047003146092,False
1969.65,ACC,1.202312138728323,False
1987.9,ACC,0.9265605564440449,False
2014.9,ACC,1.358217214145574,False
2320.4,ACC,15.16204278127946,False
2327.85,ACC,0.32106533356317524,False
2289.45,ACC,-1.6495908241510482,False
2319.4,ACC,1.308174452379407,False
2359.55,ACC,1.7310511339139412,False
2320.55,ACC,-1.6528575363946474,False
2291.4,ACC,-1.2561677188597575,False
2272.75,ACC,-0.8139128916819449,False
2263.9,ACC,-0.3893961060389306,False
2197.8,ACC,-2.919740271213389,False
2188.15,ACC,-0.43907543907544255,False
2187.4,ACC,-0.034275529556926365,False
2185.7,ACC,-0.07771783852977832,False
2027.2,ACC,-7.251681383538444,False
2089.6,ACC,3.0781373322809724,False
2145.0,ACC,2.6512251148545163,False
2116.2,ACC,-1.3426573426573496,False
2206.7,ACC,4.276533408940564,False
2188.55,ACC,-0.8224951284723669,False
2222.55,ACC,1.5535400150784806,False
2234.45,ACC,0.5354210253987413,False
2291.7,ACC,2.5621517599409227,False
2240.6,ACC,-2.2297857485709227,False
2267.35,ACC,1.1938766401856649,False
2258.35,ACC,-0.39693915804793756,False
2260.5,ACC,0.0952022494298932,False
2249.45,ACC,-0.48882990488831046,False
2486.3,ACC,10.529240481006475,False
2467.65,ACC,-0.7501106061215457,False
2455.9,ACC,-0.47616153020080265,False
2472.4,ACC,0.6718514597499947,False
2483.3,ACC,0.4408671735965042,False
2513.45,ACC,1.214110256513501,False
2511.0,ACC,-0.09747558137220835,False
2458.75,ACC,-2.0808442851453557,False
2433.75,ACC,-1.0167768174885627,False
2349.05,ACC,-3.480225988700558,False
2385.8,ACC,1.5644622294118893,False
2339.8,ACC,-1.9280744404392647,False
2313.0,ACC,-1.1453970424822657,False
2312.45,ACC,-0.023778642455696275,False
2317.55,ACC,0.2205453090877718,False
2294.8,ACC,-0.9816400940648506,False
2305.5,ACC,0.46627157050722623,False
2265.1,ACC,-1.7523313814790775,False
2285.65,ACC,0.9072447132576933,False
2301.65,ACC,0.7000196880537324,False
2246.35,ACC,-2.4026242043751256,False
2256.8,ACC,0.46519910076348037,False
2270.2,ACC,0.5937610776320268,False
2237.8,ACC,-1.4271870319795488,False
2288.7,ACC,2.2745553668781726,False
2328.65,ACC,1.7455323983047277,False
2331.9,ACC,0.13956584287033724,False
2320.4,ACC,-0.4931600840516359,False
2313.6,ACC,-0.29305292191001975,False
2304.8,ACC,-0.3803596127247455,False
2281.95,ACC,-0.9914092329052604,False
2337.9,ACC,2.4518503911128864,False
2347.45,ACC,0.40848624834251,False
2325.75,ACC,-0.9244073356194926,False
2325.15,ACC,-0.025798129635601352,False
2348.6,ACC,1.008537083629002,False
2323.75,ACC,-1.0580771523460708,False
2343.3,ACC,0.841312533620231,False
2348.25,ACC,0.21124055818715348,False
2330.35,ACC,-0.7622697753646324,False
2310.2,ACC,-0.8646769798528187,False
2329.15,ACC,0.8202753008397679,False
2336.15,ACC,0.30053882317584435,False
2341.3,ACC,0.22044817327655508,False
2348.55,ACC,0.3096570281467592,False
2419.8,ACC,3.033786804624139,False
2429.4,ACC,0.3967270022315894,False
2458.7,ACC,1.2060591092450723,False
2443.35,ACC,-0.6243136616911338,False
2440.65,ACC,-0.11050402111854041,False
2467.4,ACC,1.0960195030012443,False
2517.45,ACC,2.0284510010537327,False
2512.0,ACC,-0.21648890742616,False
2506.7,ACC,-0.21098726114650024,False
2477.4,ACC,-1.1688674352734574,False
2442.85,ACC,-1.3946072495358064,False
2443.2,ACC,0.014327527273461094,False
2767.6,ACC,13.277668631303218,False
2725.5,ACC,-1.5211735799971038,False
2669.5,ACC,-2.0546688680975977,False
2673.05,ACC,0.13298370481364952,False
2685.8,ACC,0.4769832214137404,False
2653.05,ACC,-1.2193759773624246,False
2664.4,ACC,0.4278095022709705,False
2686.15,ACC,0.816318871040389,False
2695.7,ACC,0.3555274277311282,False
2715.85,ACC,0.7474867381385142,False
2686.45,ACC,-1.0825340132923467,False
2619.8,ACC,-2.480969308939296,False
2635.05,ACC,0.5821055042369627,False
2646.55,ACC,0.4364243562740677,False
2619.35,ACC,-1.0277531125427508,False
2578.9,ACC,-1.5442762517418385,False
2614.15,ACC,1.366861840319511,False
